,lncRNA_name,lncRNA_score,lncRNA_label
2016,LINC02400,0.9997459053993225,0.0
2017,AC018558.3,0.9997455477714539,0.0
2018,LINC01804,0.9997455477714539,0.0
2019,WDR11-AS1,0.9997454285621643,0.0
2020,AC008608.2,0.9997453093528748,0.0
2021,AC027796.1,0.9997451901435852,0.0
2022,AC016550.3,0.9997451901435852,0.0
2023,LINC02617,0.9997450709342957,0.0
2024,KCNMA1-AS3,0.9997449517250061,0.0
2025,AC017053.1,0.9997448325157166,0.0
2026,AC022733.1,0.999744713306427,0.0
2027,LINC02119,0.999744713306427,0.0
2028,ALOX12-AS1,0.9997445940971375,0.0
2029,AL355997.1,0.9997445940971375,0.0
2030,AC105429.1,0.9997445940971375,0.0
2031,RUNDC3A-AS1,0.9997445940971375,0.0
2032,MIR200CHG,0.9997444748878479,0.0
2033,FOXP4-AS1,0.9997444748878479,1.0
2034,AC004408.1,0.9997443556785583,0.0
2035,AC079763.1,0.9997443556785583,0.0
2036,LINC02061,0.9997442364692688,0.0
2037,AL445645.1,0.9997438788414001,0.0
2038,LRRC52-AS1,0.9997438788414001,0.0
2039,AC017076.1,0.999743640422821,0.0
2040,AC241644.2,0.999743640422821,0.0
2041,PICSAR,0.9997432827949524,1.0
2042,AC009704.1,0.9997431635856628,0.0
2043,LINC00317,0.9997431635856628,0.0
2044,AL357874.2,0.9997431635856628,0.0
2045,AC127459.2,0.9997430443763733,0.0
2046,AC109471.1,0.9997429251670837,0.0
2047,AL049569.1,0.9997429251670837,0.0
2048,AC007272.1,0.9997428059577942,0.0
2049,CLMAT3,0.9997425675392151,0.0
2050,CASC19,0.9997424483299255,0.0
2051,AC004817.3,0.9997424483299255,0.0
2052,WWC2-AS1,0.9997422099113464,0.0
2053,AL354863.1,0.9997420907020569,0.0
2054,AL391834.1,0.9997419714927673,0.0
2055,AL121761.1,0.9997419714927673,0.0
2056,AC127894.1,0.9997419714927673,0.0
2057,AC092384.3,0.9997419714927673,0.0
2058,AL050403.2,0.9997418522834778,0.0
2059,AC016877.3,0.9997418522834778,0.0
2060,AC011603.1,0.9997418522834778,0.0
2061,LINC02543,0.9997417330741882,0.0
2062,CDKN2A-DT,0.9997417330741882,1.0
2063,LINC01763,0.9997416138648987,0.0
2064,AC079801.1,0.9997416138648987,0.0
2065,AC026780.1,0.9997416138648987,0.0
2066,AC136475.2,0.9997416138648987,0.0
2067,AC013549.3,0.9997416138648987,0.0
2068,AC092868.2,0.9997416138648987,0.0
2069,SFTA3,0.9997414946556091,0.0
2070,AP003027.1,0.9997413754463196,0.0
2071,AC006160.1,0.99974125623703,0.0
2072,SNAP47-AS1,0.9997411370277405,0.0
2073,AC100827.4,0.9997411370277405,0.0
2074,AL136115.1,0.9997410178184509,0.0
2075,AC117503.1,0.9997410178184509,0.0
2076,LINC02519,0.9997408986091614,0.0
2077,AC135782.3,0.9997407793998718,0.0
2078,AC093752.3,0.9997407793998718,0.0
2079,AC112481.1,0.9997407793998718,0.0
2080,AC073863.1,0.9997406601905823,0.0
2081,LINC00845,0.9997405409812927,0.0
2082,KIAA2012-AS1,0.9997405409812927,0.0
2083,SRGAP3-AS2,0.9997405409812927,0.0
2084,AC007496.2,0.9997405409812927,0.0
2085,AC073389.2,0.9997404217720032,0.0
2086,AC106779.1,0.9997404217720032,0.0
2087,AP001547.1,0.9997403025627136,0.0
2088,AL354984.2,0.9997403025627136,0.0
2089,AL133492.1,0.9997401833534241,0.0
2090,AC027338.1,0.9997400641441345,0.0
2091,AC010320.4,0.999739944934845,0.0
2092,AL133367.1,0.9997398257255554,0.0
2093,AC004672.2,0.9997397065162659,0.0
2094,GAS6-AS1,0.9997397065162659,1.0
2095,AC073172.1,0.9997395873069763,0.0
2096,AC005962.1,0.9997395873069763,0.0
2097,AC107074.1,0.9997394680976868,0.0
2098,AC124276.1,0.9997393488883972,0.0
2099,MIR34AHG,0.9997392296791077,0.0
2100,MORF4L2-AS1,0.9997391104698181,0.0
2101,LINC02510,0.9997389912605286,0.0
2102,AP000821.1,0.999738872051239,0.0
2103,AP002439.1,0.9997387528419495,0.0
2104,MIR155HG,0.9997387528419495,0.0
2105,LNX1-AS2,0.9997385144233704,0.0
2106,AC105460.1,0.9997385144233704,0.0
2107,CASC6,0.9997385144233704,0.0
2108,RRN3P2,0.9997383952140808,0.0
2109,LINC01019,0.9997383952140808,0.0
2110,AL590235.1,0.9997383952140808,0.0
2111,LINC01965,0.9997382760047913,0.0
2112,AC087273.2,0.9997382760047913,0.0
2113,AC114980.1,0.9997382760047913,0.0
2114,SLC2A1-AS1,0.9997382760047913,0.0
2115,AC078942.1,0.9997382760047913,0.0
2116,AC078880.2,0.9997382760047913,0.0
2117,LINC00271,0.9997382760047913,0.0
2118,AL121658.1,0.9997381567955017,0.0
2119,AC010524.1,0.9997380375862122,0.0
2120,AC036101.1,0.9997380375862122,0.0
2121,LINC01238,0.9997380375862122,0.0
2122,AC084879.2,0.9997379183769226,0.0
2123,NR2F1-AS1,0.9997377991676331,1.0
2124,LINC01788,0.9997376799583435,0.0
2125,LINC02472,0.9997376799583435,0.0
2126,AC008268.1,0.9997376799583435,0.0
2127,AC026495.1,0.999737560749054,0.0
2128,AC021422.1,0.9997374415397644,0.0
2129,NREP-AS1,0.9997374415397644,0.0
2130,LINC01635,0.9997374415397644,0.0
2131,LINC02092,0.9997373223304749,0.0
2132,AL161757.5,0.9997372031211853,0.0
2133,AC006449.5,0.9997370839118958,0.0
2134,AC113146.1,0.9997370839118958,0.0
2135,LINC00853,0.9997367262840271,1.0
2136,AL096865.1,0.9997367262840271,0.0
2137,Z94721.2,0.9997367262840271,0.0
2138,AC096543.2,0.9997367262840271,0.0
2139,AC009118.1,0.9997366070747375,0.0
2140,AC026367.2,0.9997366070747375,0.0
2141,AC007728.1,0.999736487865448,0.0
2142,AL139383.1,0.999736487865448,0.0
2143,AC108752.1,0.999736487865448,0.0
2144,AC109349.1,0.9997363686561584,0.0
2145,MGC4859,0.9997362494468689,0.0
2146,LINC01898,0.9997361302375793,0.0
2147,CU638689.5,0.9997360110282898,0.0
2148,AC092070.4,0.9997358918190002,0.0
2149,AC009269.2,0.9997358918190002,0.0
2150,AC084262.1,0.999735414981842,0.0
2151,LINC00668,0.999735414981842,1.0
2152,AC100782.1,0.9997352957725525,0.0
2153,AL133346.1,0.9997352957725525,0.0
2154,AC125421.1,0.9997352957725525,0.0
2155,AC107909.1,0.9997351765632629,0.0
2156,AC087276.2,0.9997351765632629,0.0
2157,AL450442.1,0.9997350573539734,0.0
2158,AC024651.1,0.9997350573539734,0.0
2159,AC013652.2,0.9997349381446838,0.0
2160,AL391056.1,0.9997349381446838,0.0
2161,LINC02624,0.9997349381446838,0.0
2162,AP003032.1,0.9997346997261047,0.0
2163,AL356277.3,0.9997344613075256,0.0
2164,AC090193.1,0.9997343420982361,0.0
2165,AC016229.2,0.9997343420982361,0.0
2166,AC011124.1,0.9997343420982361,0.0
2167,SACS-AS1,0.9997342228889465,1.0
2168,AC009145.3,0.9997342228889465,0.0
2169,AP000893.2,0.999734103679657,0.0
2170,ALDH1L1-AS1,0.999734103679657,0.0
2171,AL109659.1,0.999734103679657,0.0
2172,AC100802.1,0.9997339844703674,0.0
2173,AL157413.1,0.9997339844703674,0.0
2174,AC103993.1,0.9997339844703674,0.0
2175,FAM242F,0.9997339844703674,0.0
2176,LINC00885,0.9997338652610779,0.0
2177,AL133415.1,0.9997336268424988,0.0
2178,AC013565.1,0.9997335076332092,0.0
2179,LINC00334,0.9997335076332092,0.0
2180,TESC-AS1,0.9997335076332092,0.0
2181,AC073569.2,0.9997333884239197,0.0
2182,AL390778.1,0.9997332692146301,0.0
2183,AC018845.3,0.9997332692146301,0.0
2184,AC113398.2,0.9997331500053406,0.0
2185,LINC02225,0.9997331500053406,0.0
2186,ERLNC1,0.999733030796051,0.0
2187,TFAP2A-AS1,0.999733030796051,0.0
2188,AC002511.2,0.999733030796051,0.0
2189,AL359711.2,0.9997327923774719,0.0
2190,IDH1-AS1,0.9997327923774719,0.0
2191,AC092071.1,0.9997327923774719,0.0
2192,DIAPH2-AS1,0.9997326731681824,0.0
2193,KIF26B-AS1,0.9997325539588928,0.0
2194,LINC02454,0.9997325539588928,0.0
2195,AC011511.5,0.9997325539588928,0.0
2196,KRT7-AS,0.9997324347496033,0.0
2197,AC092119.2,0.9997323155403137,0.0
2198,AL139041.1,0.9997323155403137,0.0
2199,AC090971.2,0.9997323155403137,0.0
2200,AC010976.2,0.9997320771217346,0.0
2201,AC005330.1,0.9997320771217346,0.0
2202,POU6F2-AS2,0.9997320771217346,0.0
2203,AC004784.1,0.9997320771217346,0.0
2204,AL136146.2,0.9997319579124451,0.0
2205,LINC02653,0.9997318387031555,0.0
2206,PKP4-AS1,0.999731719493866,0.0
2207,AC008870.2,0.9997316002845764,0.0
2208,AC092608.1,0.9997316002845764,0.0
2209,AC128707.1,0.9997316002845764,0.0
2210,AP003119.3,0.9997316002845764,0.0
2211,AC000120.1,0.9997316002845764,0.0
2212,LINC01802,0.9997316002845764,0.0
2213,AC127526.1,0.9997314810752869,0.0
2214,AC093534.2,0.9997314810752869,0.0
2215,AC090376.1,0.9997314810752869,0.0
2216,C15orf32,0.9997314810752869,0.0
2217,AC010245.2,0.9997314810752869,0.0
2218,AL033381.2,0.9997313618659973,0.0
2219,AC105177.1,0.9997311234474182,0.0
2220,AC123768.2,0.9997310042381287,0.0
2221,AC093627.4,0.9997310042381287,0.0
2222,AC007278.1,0.9997310042381287,0.0
2223,AC005083.1,0.9997308850288391,0.0
2224,RHPN1-AS1,0.9997308850288391,1.0
2225,AC064807.4,0.9997307658195496,0.0
2226,LINC02634,0.9997307658195496,0.0
2227,LINC01757,0.9997307658195496,0.0
2228,AP002856.3,0.9997307658195496,0.0
2229,AL845552.2,0.9997307658195496,0.0
2230,LINC02166,0.9997307658195496,0.0
2231,AC007906.1,0.9997305274009705,0.0
2232,AC007614.1,0.9997305274009705,0.0
2233,LINC02125,0.9997305274009705,0.0
2234,LINC01637,0.9997305274009705,0.0
2235,AL512283.1,0.9997305274009705,0.0
2236,AL132996.1,0.9997304081916809,0.0
2237,AC093722.1,0.9997304081916809,0.0
2238,AC096921.2,0.9997304081916809,0.0
2239,AC087854.1,0.9997302889823914,0.0
2240,AP003355.2,0.9997302889823914,0.0
2241,AC131649.1,0.9997301697731018,0.0
2242,AL357172.1,0.9997301697731018,0.0
2243,AP000542.2,0.9997301697731018,0.0
2244,AC084365.1,0.9997301697731018,0.0
2245,CASC18,0.9997299313545227,0.0
2246,LINC01392,0.9997298121452332,0.0
2247,TONSL-AS1,0.9997296929359436,0.0
2248,LINC02607,0.999729573726654,0.0
2249,FAM198B-AS1,0.9997294545173645,0.0
2250,AC093791.1,0.9997294545173645,0.0
2251,LINC01503,0.9997294545173645,1.0
2252,AC117569.1,0.999729335308075,0.0
2253,AC129507.3,0.999729335308075,0.0
2254,AC009987.1,0.999729335308075,0.0
2255,AL512770.1,0.999729335308075,0.0
2256,LINC01770,0.9997292160987854,0.0
2257,AC087473.1,0.9997292160987854,0.0
2258,LINC01185,0.9997290968894958,0.0
2259,AC020928.2,0.9997290968894958,0.0
2260,SLC39A12-AS1,0.9997290968894958,0.0
2261,AC069148.1,0.9997289776802063,0.0
2262,AC116407.2,0.9997288584709167,0.0
2263,AC100849.2,0.9997287392616272,0.0
2264,AC009120.5,0.9997287392616272,0.0
2265,AC011899.1,0.9997286200523376,0.0
2266,LINC01290,0.9997286200523376,0.0
2267,LINC02507,0.9997285008430481,0.0
2268,AP000962.1,0.9997285008430481,0.0
2269,AC107958.2,0.9997285008430481,0.0
2270,AL591501.1,0.9997283816337585,0.0
2271,ITGB5-AS1,0.9997283816337585,0.0
2272,AC026782.2,0.9997281432151794,0.0
2273,AC068506.1,0.9997281432151794,0.0
2274,AC025048.2,0.9997280240058899,0.0
2275,LINC02179,0.9997280240058899,0.0
2276,HHIP-AS1,0.9997279047966003,1.0
2277,MIR3945HG,0.9997279047966003,0.0
2278,AC135012.1,0.9997277855873108,0.0
2279,AC092376.1,0.9997277855873108,0.0
2280,AP003469.1,0.9997277855873108,0.0
2281,AC024475.3,0.9997277855873108,0.0
2282,LINC02574,0.9997277855873108,0.0
2283,AC026471.2,0.9997276663780212,0.0
2284,AC022306.3,0.9997276663780212,0.0
2285,AC069437.1,0.9997276663780212,0.0
2286,AC104794.3,0.9997275471687317,0.0
2287,AP001775.2,0.9997275471687317,0.0
2288,AC103855.3,0.9997275471687317,0.0
2289,LINC02408,0.9997275471687317,0.0
2290,AC005072.1,0.9997274279594421,0.0
2291,AL583805.2,0.9997273087501526,0.0
2292,LINC02302,0.999727189540863,0.0
2293,AL022323.2,0.999727189540863,0.0
2294,C8orf31,0.9997270703315735,0.0
2295,TOLLIP-AS1,0.9997269511222839,0.0
2296,AC093673.1,0.9997269511222839,0.0
2297,MIR3150BHG,0.9997267127037048,0.0
2298,PSG8-AS1,0.9997267127037048,0.0
2299,AL008729.1,0.9997264742851257,0.0
2300,BX322562.1,0.9997264742851257,0.0
2301,AC108125.1,0.9997263550758362,0.0
2302,AC011447.3,0.9997263550758362,0.0
2303,AL358332.1,0.9997263550758362,0.0
2304,LINC02140,0.9997263550758362,0.0
2305,TTTY6,0.9997263550758362,0.0
2306,LINC00469,0.9997263550758362,0.0
2307,AC018904.2,0.9997261166572571,0.0
2308,LINC02260,0.9997261166572571,0.0
2309,AC090365.1,0.9997261166572571,0.0
2310,AL390760.1,0.9997259974479675,0.0
2311,AL441943.1,0.999725878238678,0.0
2312,AC094104.1,0.999725878238678,0.0
2313,LINC01055,0.9997257590293884,0.0
2314,AC027348.1,0.9997256398200989,0.0
2315,AC020659.1,0.9997256398200989,0.0
2316,TUSC8,0.9997256398200989,0.0
2317,FAM230I,0.9997256398200989,0.0
2318,LANCL1-AS1,0.9997256398200989,0.0
2319,GPR1-AS,0.9997255206108093,0.0
2320,LINC02667,0.9997255206108093,0.0
2321,AC018467.1,0.9997255206108093,0.0
2322,AC010538.1,0.9997255206108093,0.0
2323,AC023908.1,0.9997254014015198,0.0
2324,AL162231.4,0.9997252821922302,0.0
2325,AC108463.2,0.9997252821922302,0.0
2326,AL049820.1,0.9997251629829407,0.0
2327,AP001625.1,0.9997251629829407,0.0
2328,AC008507.2,0.9997250437736511,0.0
2329,AC034238.2,0.9997249245643616,0.0
2330,AL121672.3,0.999724805355072,0.0
2331,AC068254.1,0.999724805355072,0.0
2332,LINC02181,0.999724805355072,0.0
2333,AC008567.2,0.9997246861457825,0.0
2334,AC004990.1,0.9997246861457825,0.0
2335,AC021351.1,0.9997245669364929,0.0
2336,AC084759.2,0.9997245669364929,0.0
2337,AC006148.1,0.9997244477272034,0.0
2338,AL355102.3,0.9997244477272034,0.0
2339,TRPC7-AS1,0.9997243285179138,0.0
2340,LINC01985,0.9997243285179138,0.0
2341,LINC01182,0.9997242093086243,0.0
2342,TTTY4C,0.9997242093086243,0.0
2343,TTTY5,0.9997242093086243,0.0
2344,AL133284.1,0.9997242093086243,0.0
2345,AC093788.1,0.9997240900993347,0.0
2346,AL355076.2,0.9997240900993347,0.0
2347,LINC02453,0.9997239708900452,0.0
2348,AC090398.1,0.9997239708900452,0.0
2349,MGC15885,0.9997239708900452,0.0
2350,TTTY1,0.9997239708900452,0.0
2351,AP003059.2,0.9997238516807556,0.0
2352,AC022447.3,0.9997238516807556,0.0
2353,FAM245A,0.9997238516807556,0.0
2354,TTTY13,0.9997238516807556,0.0
2355,AC094105.1,0.9997237324714661,0.0
2356,AC107884.2,0.9997236132621765,0.0
2357,LINC02444,0.9997236132621765,0.0
2358,AL355596.1,0.999723494052887,0.0
2359,AL035078.2,0.999723494052887,0.0
2360,CD44-AS1,0.9997233748435974,0.0
2361,IL20RB-AS1,0.9997232556343079,0.0
2362,LINC01133,0.9997232556343079,1.0
2363,LINC01029,0.9997231364250183,0.0
2364,AL365361.1,0.9997230172157288,0.0
2365,TTTY22,0.9997230172157288,0.0
2366,AC012103.1,0.9997230172157288,0.0
2367,AC107029.2,0.9997228980064392,0.0
2368,AC099313.1,0.9997228980064392,0.0
2369,LINC02433,0.9997227787971497,0.0
2370,LINC01640,0.9997226595878601,0.0
2371,LINC02373,0.9997226595878601,0.0
2372,AC011899.3,0.9997225403785706,0.0
2373,TTTY2,0.9997223019599915,0.0
2374,LINC02265,0.9997223019599915,0.0
2375,AC092171.3,0.9997223019599915,0.0
2376,AC006064.2,0.9997223019599915,0.0
2377,AC027279.1,0.9997221827507019,0.0
2378,AL137779.1,0.9997220635414124,0.0
2379,AC093766.1,0.9997220635414124,0.0
2380,AC108159.1,0.9997219443321228,0.0
2381,AC021851.1,0.9997219443321228,0.0
2382,AC105094.2,0.9997218251228333,0.0
2383,AC020928.1,0.9997218251228333,0.0
2384,AC005281.1,0.9997217059135437,0.0
2385,STX18-IT1,0.9997217059135437,0.0
2386,AC129507.2,0.9997217059135437,0.0
2387,AC093725.1,0.9997217059135437,0.0
2388,AC106822.1,0.9997215867042542,0.0
2389,AL110115.1,0.9997215867042542,0.0
2390,AC026401.2,0.9997214674949646,0.0
2391,AC083964.1,0.999721348285675,0.0
2392,AC007786.3,0.9997212290763855,0.0
2393,IL10RB-DT,0.9997212290763855,0.0
2394,METTL14-DT,0.999721109867096,0.0
2395,AC107892.1,0.9997209906578064,0.0
2396,AC027514.2,0.9997209906578064,0.0
2397,AC114316.1,0.9997209906578064,0.0
2398,AL512380.1,0.9997208714485168,0.0
2399,AL356056.1,0.9997208714485168,0.0
2400,AC108210.1,0.9997208714485168,0.0
2401,AC137590.2,0.9997208714485168,0.0
2402,AC009227.1,0.9997207522392273,0.0
2403,AP003392.1,0.9997207522392273,0.0
2404,AC092143.3,0.9997207522392273,0.0
2405,AC008894.1,0.9997207522392273,0.0
2406,AC005618.1,0.9997206330299377,0.0
2407,LINC01924,0.9997206330299377,0.0
2408,AC016831.5,0.9997206330299377,0.0
2409,AL359881.3,0.9997206330299377,0.0
2410,AL109936.2,0.9997205138206482,0.0
2411,IGSF11-AS1,0.9997203946113586,0.0
2412,AC110792.2,0.9997203946113586,0.0
2413,AC116407.1,0.9997203946113586,0.0
2414,AC126323.5,0.9997202754020691,0.0
2415,AC012464.3,0.9997202754020691,0.0
2416,AC110058.1,0.9997202754020691,0.0
2417,LINC01620,0.9997202754020691,0.0
2418,AC126696.1,0.9997202754020691,0.0
2419,AC026803.2,0.9997202754020691,0.0
2420,AC007496.1,0.9997201561927795,0.0
2421,TTTY20,0.9997201561927795,0.0
2422,AC034110.1,0.9997201561927795,0.0
2423,AC138625.1,0.99972003698349,0.0
2424,AC135050.4,0.99972003698349,0.0
2425,AP001107.4,0.99972003698349,0.0
2426,AC134508.1,0.9997199177742004,0.0
2427,AC021506.1,0.9997199177742004,0.0
2428,AC007216.1,0.9997197985649109,0.0
2429,AC020978.6,0.9997196793556213,0.0
2430,AL590226.1,0.9997196793556213,0.0
2431,LINC02368,0.9997196793556213,0.0
2432,AC008060.4,0.9997196793556213,0.0
2433,ZNF236-DT,0.9997196793556213,0.0
2434,AC012574.2,0.9997195601463318,0.0
2435,AC006538.1,0.9997194409370422,0.0
2436,AC009117.2,0.9997194409370422,0.0
2437,AC018754.1,0.9997193217277527,0.0
2438,LINC02504,0.9997192025184631,0.0
2439,AC018558.2,0.9997192025184631,0.0
2440,AC011491.2,0.9997192025184631,0.0
2441,AC019103.1,0.9997190833091736,0.0
2442,AC004917.1,0.9997190833091736,0.0
2443,AL390962.1,0.9997190833091736,0.0
2444,AC019186.1,0.9997190833091736,0.0
2445,AJ011932.1,0.999718964099884,0.0
2446,AC079349.1,0.999718964099884,0.0
2447,AC093330.1,0.999718964099884,0.0
2448,MCM8-AS1,0.9997188448905945,0.0
2449,AC091179.1,0.9997188448905945,0.0
2450,LINC02309,0.9997188448905945,0.0
2451,AP002761.2,0.9997188448905945,0.0
2452,LINC00479,0.9997188448905945,0.0
2453,AP006259.1,0.9997187256813049,0.0
2454,C11orf72,0.9997187256813049,0.0
2455,PPFIA2-AS1,0.9997186064720154,0.0
2456,LINC02564,0.9997186064720154,0.0
2457,AC092162.2,0.9997186064720154,0.0
2458,LINC02275,0.9997184872627258,0.0
2459,Z99916.3,0.9997183680534363,0.0
2460,AC022431.1,0.9997183680534363,0.0
2461,LINC02269,0.9997181296348572,0.0
2462,AC060766.7,0.9997180104255676,0.0
2463,AP001057.1,0.9997180104255676,0.0
2464,MYO16-AS1,0.9997178912162781,0.0
2465,AC078785.1,0.9997178912162781,0.0
2466,AC129510.2,0.9997178912162781,0.0
2467,AC009446.1,0.9997178912162781,0.0
2468,AC016355.1,0.9997177720069885,0.0
2469,AL050344.1,0.999717652797699,0.0
2470,AP005271.1,0.999717652797699,0.0
2471,AL360268.2,0.9997175335884094,0.0
2472,AL132656.2,0.9997175335884094,0.0
2473,AL589990.1,0.9997174143791199,0.0
2474,AL133279.1,0.9997174143791199,0.0
2475,AC063943.1,0.9997174143791199,0.0
2476,AC012354.1,0.9997172951698303,0.0
2477,AC004264.1,0.9997172951698303,0.0
2478,AP001999.3,0.9997172951698303,0.0
2479,AC016727.1,0.9997172951698303,0.0
2480,AF106564.1,0.9997171759605408,0.0
2481,AC120053.1,0.9997170567512512,0.0
2482,AC025171.1,0.9997170567512512,0.0
2483,AC026369.2,0.9997169375419617,0.0
2484,AC138207.4,0.9997169375419617,0.0
2485,AC093334.1,0.9997169375419617,0.0
2486,AC093074.1,0.9997169375419617,0.0
2487,BOLA3-AS1,0.9997168183326721,0.0
2488,AC005013.1,0.9997168183326721,0.0
2489,LINC02299,0.9997168183326721,0.0
2490,AL049646.1,0.9997166991233826,0.0
2491,AL133499.1,0.9997166991233826,0.0
2492,AL109935.1,0.999716579914093,0.0
2493,LINC02605,0.999716579914093,0.0
2494,AP002856.4,0.999716579914093,0.0
2495,AP003168.2,0.9997164607048035,0.0
2496,RSF1-IT1,0.9997164607048035,0.0
2497,AC002546.1,0.9997164607048035,0.0
2498,L3MBTL4-AS1,0.9997164607048035,0.0
2499,AC097173.2,0.9997163414955139,0.0
2500,AC022710.1,0.9997163414955139,0.0
2501,LINC02571,0.9997163414955139,0.0
2502,AL008636.1,0.9997162222862244,0.0
2503,HID1-AS1,0.9997162222862244,0.0
2504,AC113331.1,0.9997162222862244,0.0
2505,C3orf35,0.9997162222862244,0.0
2506,AC110792.3,0.9997162222862244,0.0
2507,AL356489.1,0.9997161030769348,0.0
2508,ATP2C2-AS1,0.9997161030769348,0.0
2509,CERNA1,0.9997161030769348,0.0
2510,AC095057.3,0.9997161030769348,0.0
2511,AC125616.1,0.9997161030769348,0.0
2512,AC023389.1,0.9997161030769348,0.0
2513,AC078962.1,0.9997159838676453,0.0
2514,AL139220.2,0.9997159838676453,0.0
2515,AC004707.1,0.9997159838676453,0.0
2516,AC087386.1,0.9997158646583557,0.0
2517,AC010186.3,0.9997158646583557,0.0
2518,ERCC8-AS1,0.9997158646583557,0.0
2519,LINC02204,0.9997157454490662,0.0
2520,AP005482.2,0.9997157454490662,0.0
2521,AL136115.2,0.9997156262397766,0.0
2522,AC013724.1,0.9997156262397766,0.0
2523,HCG24,0.9997155070304871,0.0
2524,PCED1B-AS1,0.9997155070304871,1.0
2525,LINC02396,0.9997155070304871,0.0
2526,AC009090.1,0.9997155070304871,0.0
2527,AC105999.1,0.9997153878211975,0.0
2528,AJ009632.2,0.999715268611908,0.0
2529,PITPNM2-AS1,0.999715268611908,0.0
2530,AL513542.1,0.999715268611908,0.0
2531,AC078865.1,0.9997151494026184,0.0
2532,AC010336.1,0.9997151494026184,0.0
2533,AC078881.1,0.9997151494026184,0.0
2534,AC110772.1,0.9997150301933289,0.0
2535,AC079467.1,0.9997150301933289,0.0
2536,LINC02583,0.9997150301933289,0.0
2537,AL445490.1,0.9997149109840393,0.0
2538,LINC01235,0.9997149109840393,0.0
2539,AC130650.2,0.9997147917747498,0.0
2540,CCDC148-AS1,0.9997147917747498,0.0
2541,AC098859.2,0.9997147917747498,0.0
2542,AC009108.3,0.9997147917747498,0.0
2543,AL355385.1,0.9997147917747498,0.0
2544,AC138028.2,0.9997146725654602,0.0
2545,AC073409.1,0.9997146725654602,0.0
2546,AC009159.2,0.9997146725654602,0.0
2547,AC102953.1,0.9997145533561707,0.0
2548,AC006450.1,0.9997145533561707,0.0
2549,ARHGEF3-AS1,0.9997145533561707,0.0
2550,AC080023.1,0.9997145533561707,0.0
2551,AC012055.1,0.9997144341468811,0.0
2552,AP001469.3,0.9997143149375916,0.0
2553,AC106872.9,0.9997143149375916,0.0
2554,AC245297.2,0.999714195728302,0.0
2555,AP005717.1,0.999714195728302,0.0
2556,AC114811.2,0.999714195728302,0.0
2557,AC078880.4,0.999714195728302,0.0
2558,AL121974.1,0.999714195728302,0.0
2559,AC107886.1,0.9997140765190125,0.0
2560,AC020743.1,0.9997140765190125,0.0
2561,ZNNT1,0.9997140765190125,0.0
2562,REV3L-IT1,0.9997139573097229,0.0
2563,AC008494.3,0.9997138381004333,0.0
2564,AC130456.3,0.9997138381004333,0.0
2565,AC106801.1,0.9997138381004333,0.0
2566,AC134775.1,0.9997138381004333,0.0
2567,LINC01520,0.9997137188911438,0.0
2568,HAGLROS,0.9997137188911438,1.0
2569,AC016405.1,0.9997137188911438,0.0
2570,AC013287.1,0.9997137188911438,0.0
2571,LINC01432,0.9997137188911438,0.0
2572,AC098868.1,0.9997137188911438,0.0
2573,AP001172.1,0.9997137188911438,0.0
2574,AC099487.1,0.9997135996818542,0.0
2575,AC104836.1,0.9997135996818542,0.0
2576,AC090796.1,0.9997135996818542,0.0
2577,AC046195.2,0.9997135996818542,0.0
2578,AJ009632.1,0.9997134804725647,0.0
2579,AC007406.3,0.9997134804725647,0.0
2580,TMEM72-AS1,0.9997133612632751,0.0
2581,AC010149.1,0.9997133612632751,0.0
2582,AC093677.2,0.9997133612632751,0.0
2583,AL139423.1,0.9997133612632751,0.0
2584,AC024361.1,0.9997133612632751,0.0
2585,AC132938.3,0.9997133612632751,0.0
2586,CASC22,0.9997132420539856,0.0
2587,AL135937.1,0.9997132420539856,0.0
2588,AL121989.1,0.999713122844696,0.0
2589,AC016705.1,0.999713122844696,0.0
2590,AC005580.1,0.999713122844696,0.0
2591,AC114928.1,0.9997130036354065,0.0
2592,AC243829.1,0.9997130036354065,0.0
2593,AL031432.1,0.9997130036354065,0.0
2594,AC026992.1,0.9997128844261169,0.0
2595,AC073188.2,0.9997128844261169,0.0
2596,LHX1-DT,0.9997127652168274,0.0
2597,AC013356.3,0.9997127652168274,0.0
2598,AC007405.3,0.9997127652168274,1.0
2599,BX005040.1,0.9997127652168274,0.0
2600,AC006441.1,0.9997126460075378,0.0
2601,AC090510.2,0.9997126460075378,0.0
2602,AL163192.1,0.9997126460075378,0.0
2603,AF233439.2,0.9997125267982483,0.0
2604,AC024257.3,0.9997125267982483,0.0
2605,AC090527.3,0.9997124075889587,0.0
2606,AC079174.1,0.9997122883796692,0.0
2607,AC002472.1,0.9997122883796692,0.0
2608,AC096588.1,0.9997122883796692,0.0
2609,AC015878.1,0.9997122883796692,0.0
2610,AL645933.2,0.9997121691703796,0.0
2611,AC010857.1,0.9997121691703796,0.0
2612,AL731577.2,0.9997121691703796,0.0
2613,AC093520.1,0.9997121691703796,0.0
2614,AL357093.2,0.9997121691703796,0.0
2615,AL353740.1,0.9997120499610901,0.0
2616,AC140847.2,0.9997120499610901,0.0
2617,AP006623.1,0.9997119307518005,0.0
2618,AC109597.1,0.9997119307518005,0.0
2619,LINC00992,0.9997119307518005,0.0
2620,AL023584.2,0.999711811542511,0.0
2621,AC022784.3,0.999711811542511,0.0
2622,AC024651.2,0.999711811542511,0.0
